beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
4.00,3.50,2560.00,sqft,4080.00,sqft,98144,1325000.00
5.00,3.50,4180.00,sqft,4080.00,sqft,98109,3000000.00
4.00,1.50,1300.00,sqft,4080.00,sqft,98122,975000.00
3.00,1.00,1380.00,sqft,4080.00,sqft,98117,890000.00
5.00,3.50,3270.00,sqft,4080.00,sqft,98115,2000000.00
3.00,1.50,2550.00,sqft,4080.00,sqft,98105,958748.00
4.00,3.50,3495.00,sqft,4080.00,sqft,98144,2000000.00
5.00,2.00,2420.00,sqft,4080.00,sqft,98117,960000.00
3.00,1.00,1050.00,sqft,4080.00,sqft,98117,835000.00
3.00,2.00,1790.00,sqft,4080.00,sqft,98115,900000.00
5.00,2.50,2180.00,sqft,4069.00,sqft,98118,1009975.00
4.00,2.50,2500.00,sqft,4046.00,sqft,98117,1295000.00
5.00,3.00,2310.00,sqft,4011.00,sqft,98106,780000.00
4.00,2.00,2440.00,sqft,4002.00,sqft,98144,1116000.00
4.00,3.00,2478.00,sqft,4001.00,sqft,98105,2095000.00
2.00,1.50,806.00,sqft,4001.00,sqft,98106,510000.00
4.00,3.50,3010.00,sqft,4000.00,sqft,98106,985000.00
4.00,4.00,3040.00,sqft,4000.00,sqft,98119,1585000.00
3.00,2.50,2734.00,sqft,4000.00,sqft,98109,1605200.00
2.00,1.00,840.00,sqft,4000.00,sqft,98108,489000.00
3.00,2.00,1520.00,sqft,4000.00,sqft,98117,760000.00
4.00,3.50,2780.00,sqft,4000.00,sqft,98112,950000.00
1.00,1.00,500.00,sqft,4000.00,sqft,98168,385000.00
3.00,2.00,1760.00,sqft,4000.00,sqft,98106,689000.00
4.00,3.50,3590.00,sqft,4000.00,sqft,98109,2900000.00
3.00,2.00,1900.00,sqft,4000.00,sqft,98112,1766000.00
3.00,1.00,1060.00,sqft,4000.00,sqft,98117,1125000.00
3.00,2.00,1870.00,sqft,4000.00,sqft,98136,849000.00
3.00,2.00,2320.00,sqft,4000.00,sqft,98115,880000.00
5.00,1.50,2830.00,sqft,4000.00,sqft,98118,766000.00
3.00,1.00,1120.00,sqft,4000.00,sqft,98112,985000.00
3.00,2.50,2260.00,sqft,4000.00,sqft,98103,1406000.00
2.00,1.50,1760.00,sqft,4000.00,sqft,98144,650000.00
4.00,2.00,1470.00,sqft,4000.00,sqft,98118,460000.00
3.00,2.00,2110.00,sqft,4000.00,sqft,98108,815000.00
4.00,3.00,2970.00,sqft,4000.00,sqft,98102,1950000.00
3.00,1.50,2440.00,sqft,4000.00,sqft,98112,1400000.00
6.00,5.00,2667.00,sqft,4000.00,sqft,98122,900000.00
2.00,1.00,850.00,sqft,4000.00,sqft,98144,778000.00
4.00,3.50,3930.00,sqft,4000.00,sqft,98102,2925000.00
5.00,3.00,2055.00,sqft,4000.00,sqft,98122,1100000.00
4.00,4.00,2555.00,sqft,4000.00,sqft,98105,1500000.00
4.00,3.50,2600.00,sqft,4000.00,sqft,98117,1950000.00
1.00,1.00,690.00,sqft,4000.00,sqft,98117,560000.00
4.00,2.00,2352.00,sqft,4000.00,sqft,98107,1295000.00
2.00,1.00,860.00,sqft,4000.00,sqft,98178,480000.00
3.00,3.00,2040.00,sqft,4000.00,sqft,98117,1000000.00
4.00,3.00,1830.00,sqft,4000.00,sqft,98107,1352000.00
3.00,2.00,2520.00,sqft,4000.00,sqft,98115,1050000.00
3.00,1.50,1610.00,sqft,4000.00,sqft,98122,1106000.00
4.00,3.00,2480.00,sqft,4000.00,sqft,98103,1605000.00
3.00,2.00,2495.00,sqft,4000.00,sqft,98105,1250000.00
4.00,3.50,2910.00,sqft,4000.00,sqft,98144,1865000.00
4.00,3.50,2840.00,sqft,4000.00,sqft,98108,925000.00
4.00,3.00,2940.00,sqft,4000.00,sqft,98126,1250000.00
3.00,2.00,2040.00,sqft,4000.00,sqft,98144,695000.00
2.00,1.50,2280.00,sqft,4000.00,sqft,98144,650000.00
3.00,2.00,2164.00,sqft,4000.00,sqft,98117,800000.00
4.00,2.00,2160.00,sqft,4000.00,sqft,98122,1400000.00
2.00,1.00,700.00,sqft,4000.00,sqft,98117,800000.00
3.00,1.50,1280.00,sqft,4000.00,sqft,98144,750000.00
3.00,2.50,2030.00,sqft,3999.00,sqft,98115,1439000.00
3.00,2.00,1800.00,sqft,3993.00,sqft,98177,1050000.00
5.00,4.00,2754.00,sqft,3969.00,sqft,98126,956000.00
4.00,3.50,3815.00,sqft,3960.00,sqft,98116,2895000.00
4.00,2.50,2280.00,sqft,3932.00,sqft,98106,1065000.00
4.00,2.00,1488.00,sqft,3920.00,sqft,98115,750000.00
5.00,3.00,3450.00,sqft,3920.00,sqft,98109,1981000.00
2.00,3.00,1260.00,sqft,3920.00,sqft,98117,770000.00
4.00,2.00,1770.00,sqft,3920.00,sqft,98115,1425000.00
3.00,2.00,1300.00,sqft,3914.00,sqft,98199,1100000.00
4.00,3.50,2600.00,sqft,3900.00,sqft,98122,2225000.00
4.00,3.00,2370.00,sqft,3880.00,sqft,98115,1830000.00
3.00,1.50,2120.00,sqft,3880.00,sqft,98105,865000.00
3.00,2.00,2260.00,sqft,3880.00,sqft,98107,877000.00
3.00,1.50,1570.00,sqft,3880.00,sqft,98117,975000.00
3.00,2.00,1840.00,sqft,3880.00,sqft,98117,959630.00
2.00,1.50,1260.00,sqft,3858.00,sqft,98118,715000.00
4.00,2.00,2080.00,sqft,3850.00,sqft,98105,975000.00
5.00,2.00,2260.00,sqft,3848.00,sqft,98117,865000.00
2.00,1.00,990.00,sqft,3844.00,sqft,98133,474000.00
3.00,2.50,2974.00,sqft,3840.00,sqft,98119,1750000.00
3.00,1.00,1070.00,sqft,3840.00,sqft,98117,575000.00
4.00,2.00,2640.00,sqft,3840.00,sqft,98122,700000.00
3.00,2.00,1620.00,sqft,3840.00,sqft,98117,675000.00
3.00,1.50,1720.00,sqft,3825.00,sqft,98117,825000.00
4.00,1.00,1340.00,sqft,3825.00,sqft,98117,875000.00
4.00,3.50,2520.00,sqft,3821.00,sqft,98199,1765000.00
6.00,4.00,3300.00,sqft,3810.00,sqft,98103,1237500.00
3.00,2.00,2900.00,sqft,3800.00,sqft,98199,1305000.00
3.00,1.50,1590.00,sqft,3797.00,sqft,98108,700000.00
6.00,4.00,2960.00,sqft,3796.00,sqft,98199,1050000.00
4.00,3.00,2040.00,sqft,3783.00,sqft,98107,950000.00
2.00,1.00,650.00,sqft,3780.00,sqft,98103,708888.00
5.00,4.00,2734.00,sqft,3774.00,sqft,98115,1300000.00
4.00,2.50,2220.00,sqft,3770.00,sqft,98144,1235000.00
4.00,2.00,1840.00,sqft,3760.00,sqft,98103,825000.00
3.00,3.00,2630.00,sqft,3755.00,sqft,98115,1130000.00
2.00,2.50,1475.00,sqft,3753.00,sqft,98103,945000.00
4.00,3.50,2970.00,sqft,3751.00,sqft,98103,2080000.00
3.00,1.00,1050.00,sqft,3750.00,sqft,98106,399950.00
4.00,2.00,2260.00,sqft,3750.00,sqft,98107,1330000.00
3.00,2.00,2180.00,sqft,3740.00,sqft,98117,1012000.00
3.00,0.50,1941.00,sqft,3726.00,sqft,98103,892700.00
3.00,1.00,2130.00,sqft,3710.00,sqft,98117,850000.00
1.00,1.00,980.00,sqft,3700.00,sqft,98106,485000.00
4.00,2.00,2420.00,sqft,3680.00,sqft,98126,948750.00
5.00,3.50,2610.00,sqft,3623.00,sqft,98118,915000.00
4.00,2.50,2980.00,sqft,3618.00,sqft,98125,1445000.00
5.00,3.00,2900.00,sqft,3600.00,sqft,98112,1450000.00
4.00,3.00,2390.00,sqft,3600.00,sqft,98119,1300000.00
4.00,2.50,2370.00,sqft,3600.00,sqft,98146,750000.00
3.00,1.00,1600.00,sqft,3600.00,sqft,98119,1023000.00
5.00,3.50,3340.00,sqft,3600.00,sqft,98112,2500000.00
4.00,2.00,2100.00,sqft,3600.00,sqft,98116,1225000.00
6.00,7.00,4260.00,sqft,3600.00,sqft,98119,2300000.00
2.00,2.00,2600.00,sqft,3600.00,sqft,98122,750000.00
4.00,3.50,3018.00,sqft,3600.00,sqft,98103,1795000.00
4.00,4.50,3228.00,sqft,3600.00,sqft,98119,2050000.00
3.00,3.00,2546.00,sqft,3600.00,sqft,98109,1810000.00
4.00,2.00,2270.00,sqft,3600.00,sqft,98119,1335000.00
5.00,3.50,4050.00,sqft,3600.00,sqft,98119,2895000.00
4.00,4.00,2300.00,sqft,3589.00,sqft,98105,1440000.00
4.00,2.50,2390.00,sqft,3570.00,sqft,98115,1350000.00
4.00,2.00,1850.00,sqft,3570.00,sqft,98105,1200000.00
3.00,1.00,1300.00,sqft,3520.00,sqft,98109,1000000.00
3.00,2.00,1740.00,sqft,3519.00,sqft,98199,1310000.00
3.00,1.50,2230.00,sqft,3500.00,sqft,98117,1075000.00
3.00,2.00,2256.00,sqft,3500.00,sqft,98119,1370000.00
4.00,3.50,2910.00,sqft,3491.00,sqft,98115,2325000.00
4.00,2.00,2570.00,sqft,3440.00,sqft,98112,850000.00
3.00,2.00,1840.00,sqft,3432.00,sqft,98115,865000.00
4.00,2.50,2172.00,sqft,3431.00,sqft,98105,975000.00
4.00,3.50,2670.00,sqft,3405.00,sqft,98118,1022700.00
5.00,3.00,3070.00,sqft,3400.00,sqft,98117,1450000.00
5.00,3.50,4060.00,sqft,3400.00,sqft,98116,2888000.00
3.00,2.00,1860.00,sqft,3400.00,sqft,98105,1165000.00
5.00,4.00,3180.00,sqft,3400.00,sqft,98105,2100000.00
2.00,1.00,1422.00,sqft,3399.00,sqft,98117,715000.00
4.00,3.00,1620.00,sqft,3380.00,sqft,98117,950000.00
4.00,3.50,3180.00,sqft,3375.00,sqft,98122,2485000.00
4.00,2.50,2213.00,sqft,3367.00,sqft,98107,1075000.00
4.00,3.00,1500.00,sqft,3360.00,sqft,98122,1155000.00
3.00,2.00,1379.00,sqft,3353.00,sqft,98125,729950.00
3.00,2.00,1770.00,sqft,3349.00,sqft,98146,805000.00
4.00,2.00,2037.00,sqft,3326.00,sqft,98119,1247500.00
5.00,2.00,2300.00,sqft,3315.00,sqft,98105,1266000.00
3.00,4.50,2140.00,sqft,3314.00,sqft,98109,1835000.00
4.00,2.50,1880.00,sqft,3300.00,sqft,98117,1050000.00
2.00,1.00,940.00,sqft,3300.00,sqft,98118,550000.00
3.00,2.00,1960.00,sqft,3300.00,sqft,98103,865000.00
3.00,2.50,2040.00,sqft,3298.00,sqft,98136,1200000.00
4.00,3.00,3020.00,sqft,3254.00,sqft,98106,1499000.00
4.00,3.50,1824.00,sqft,3250.00,sqft,98103,1299000.00
2.00,1.00,1060.00,sqft,3250.00,sqft,98103,900000.00
4.00,2.00,1710.00,sqft,3250.00,sqft,98117,1170000.00
2.00,2.00,1570.00,sqft,3250.00,sqft,98103,715000.00
3.00,2.00,1700.00,sqft,3220.00,sqft,98118,999999.00
3.00,2.00,1880.00,sqft,3200.00,sqft,98144,911000.00
4.00,2.50,2400.00,sqft,3200.00,sqft,98109,1595000.00
3.00,2.00,2462.00,sqft,3200.00,sqft,98119,1150000.00
2.00,1.00,980.00,sqft,3200.00,sqft,98112,800000.00
5.00,4.50,2840.00,sqft,3200.00,sqft,98112,500000.00
4.00,3.50,2852.00,sqft,3178.00,sqft,98102,1715000.00
3.00,2.00,1800.00,sqft,3172.00,sqft,98117,1130000.00
3.00,2.00,1920.00,sqft,3154.00,sqft,98199,1067000.00
2.00,1.50,1300.00,sqft,3146.00,sqft,98133,570288.00
5.00,4.00,2447.00,sqft,3100.00,sqft,98117,1500000.00
3.00,2.00,2060.00,sqft,3090.00,sqft,98118,700000.00
2.00,2.00,1620.00,sqft,3090.00,sqft,98103,835000.00
3.00,1.00,1390.00,sqft,3090.00,sqft,98144,850000.00
3.00,2.50,1820.00,sqft,3090.00,sqft,98115,1030000.00
4.00,3.00,1680.00,sqft,3080.00,sqft,98117,905000.00
2.00,1.00,760.00,sqft,3072.00,sqft,98144,250000.00
4.00,3.50,2640.00,sqft,3062.00,sqft,98103,1750000.00
2.00,1.00,780.00,sqft,3060.00,sqft,98103,750000.00
4.00,3.00,1540.00,sqft,3060.00,sqft,98105,1108000.00
2.00,2.00,1570.00,sqft,3060.00,sqft,98103,849000.00
3.00,2.00,1370.00,sqft,3060.00,sqft,98103,1270000.00
4.00,2.50,2890.00,sqft,3060.00,sqft,98115,1650000.00
2.00,2.00,1400.00,sqft,3060.00,sqft,98115,530000.00
4.00,2.50,1530.00,sqft,3060.00,sqft,98146,675000.00
3.00,2.50,2220.00,sqft,3060.00,sqft,98117,1167500.00
4.00,3.50,2400.00,sqft,3060.00,sqft,98103,1750000.00
2.00,1.00,850.00,sqft,3056.00,sqft,98107,813000.00
4.00,1.50,2770.00,sqft,3038.00,sqft,98119,850000.00
4.00,3.50,2720.00,sqft,3024.00,sqft,98102,1750000.00
2.00,2.00,1280.00,sqft,3000.00,sqft,98112,776000.00
3.00,2.00,1590.00,sqft,3000.00,sqft,98146,560000.00
2.00,2.50,1440.00,sqft,3000.00,sqft,98144,875000.00
4.00,3.00,2520.00,sqft,3000.00,sqft,98105,1025000.00
3.00,2.50,2529.00,sqft,3000.00,sqft,98122,1650000.00
3.00,1.00,980.00,sqft,3000.00,sqft,98103,500000.00
3.00,3.50,1530.00,sqft,3000.00,sqft,98117,1089000.00
3.00,1.50,2170.00,sqft,3000.00,sqft,98109,1250000.00
4.00,2.50,1910.00,sqft,3000.00,sqft,98103,1625000.00
4.00,2.50,1890.00,sqft,3000.00,sqft,98178,668000.00
3.00,1.00,1620.00,sqft,3000.00,sqft,98118,600000.00
2.00,2.00,980.00,sqft,3000.00,sqft,98118,849950.00
3.00,2.50,2730.00,sqft,3000.00,sqft,98122,1199000.00
3.00,2.00,1300.00,sqft,2997.00,sqft,98144,778000.00
3.00,2.50,1465.00,sqft,2973.00,sqft,98119,1175000.00
4.00,2.50,2474.00,sqft,2970.00,sqft,98115,1725000.00
5.00,2.00,2640.00,sqft,2950.00,sqft,98122,1000000.00
5.00,3.50,3310.00,sqft,2943.00,sqft,98102,1637500.00
3.00,2.50,1420.00,sqft,2929.00,sqft,98108,750000.00
7.00,4.00,2300.00,sqft,2920.00,sqft,98122,1095000.00
3.00,2.00,1380.00,sqft,2909.00,sqft,98117,800000.00
2.00,2.50,840.00,sqft,2891.00,sqft,98115,720000.00
3.00,2.50,1940.00,sqft,2880.00,sqft,98118,1140000.00
4.00,2.50,1850.00,sqft,2856.00,sqft,98108,945000.00
5.00,2.00,2740.00,sqft,2850.00,sqft,98103,1175000.00
4.00,1.00,1720.00,sqft,2835.00,sqft,98122,543750.00
5.00,3.00,2360.00,sqft,2833.00,sqft,98103,1240000.00
3.00,2.50,1520.00,sqft,2814.00,sqft,98108,818000.00
4.00,2.00,1345.00,sqft,2808.00,sqft,98103,962000.00
4.00,3.50,2478.00,sqft,2761.00,sqft,98115,1580000.00
3.00,2.50,1730.00,sqft,2757.00,sqft,98125,800000.00
3.00,2.50,1650.00,sqft,2752.00,sqft,98106,675000.00
3.00,2.00,2209.00,sqft,2734.00,sqft,98115,715000.00
2.00,1.00,970.00,sqft,2714.00,sqft,98103,1075000.00
4.00,1.00,2290.00,sqft,2703.00,sqft,98103,905000.00
3.00,2.00,1100.00,sqft,2700.00,sqft,98122,645000.00
3.00,2.00,1290.00,sqft,2700.00,sqft,98144,925000.00
3.00,2.50,1660.00,sqft,2700.00,sqft,98122,816750.00
3.00,2.00,2440.00,sqft,2700.00,sqft,98103,1000000.00
2.00,1.00,1280.00,sqft,2690.00,sqft,98118,859000.00
4.00,2.50,1760.00,sqft,2670.00,sqft,98144,925000.00
3.00,2.50,1510.00,sqft,2656.00,sqft,98133,717500.00
3.00,2.00,1260.00,sqft,2640.00,sqft,98133,615000.00
3.00,2.50,2198.00,sqft,2621.00,sqft,98144,1675000.00
2.00,1.00,1800.00,sqft,2613.00,sqft,98105,25000000.00
4.00,2.00,1680.00,sqft,2600.00,sqft,98107,930000.00
3.00,3.00,1280.00,sqft,2600.00,sqft,98103,900000.00
3.00,1.00,996.00,sqft,2588.00,sqft,98125,560000.00
3.00,3.50,3105.00,sqft,2557.00,sqft,98112,2250000.00
2.00,2.00,1140.00,sqft,2550.00,sqft,98117,590000.00
5.00,3.00,2610.00,sqft,2550.00,sqft,98109,1795000.00
2.00,1.00,1860.00,sqft,2526.00,sqft,98105,898000.00
1.00,2.50,2220.00,sqft,2519.00,sqft,98103,1200000.00
1.00,1.00,530.00,sqft,2500.00,sqft,98118,390800.00
3.00,2.00,1565.00,sqft,2500.00,sqft,98103,985000.00
4.00,3.50,2270.00,sqft,2500.00,sqft,98146,710000.00
3.00,3.00,2560.00,sqft,2500.00,sqft,98112,1300000.00
3.00,3.50,2030.00,sqft,2500.00,sqft,98122,1200000.00
3.00,2.00,1590.00,sqft,2500.00,sqft,98117,880000.00
4.00,2.50,1939.00,sqft,2499.00,sqft,98107,1025000.00
3.00,2.50,1763.00,sqft,2498.00,sqft,98117,1135000.00
3.00,2.50,1763.00,sqft,2498.00,sqft,98117,1125000.00
3.00,1.50,1350.00,sqft,2497.00,sqft,98118,599000.00
3.00,3.00,2080.00,sqft,2486.00,sqft,98108,762000.00
3.00,3.00,1872.00,sqft,2475.00,sqft,98107,1050000.00
3.00,2.50,2118.00,sqft,2466.00,sqft,98118,837000.00
2.00,2.00,1150.00,sqft,2462.00,sqft,98107,725000.00
2.00,2.50,996.00,sqft,2450.00,sqft,98122,799000.00
4.00,3.50,2011.00,sqft,2421.00,sqft,98136,1130000.00
3.00,3.50,2480.00,sqft,2400.00,sqft,98119,1795000.00
4.00,2.50,1560.00,sqft,2400.00,sqft,98144,1110000.00
3.00,2.00,1560.00,sqft,2400.00,sqft,98117,1180000.00
4.00,3.50,2336.00,sqft,2392.00,sqft,98115,975000.00
6.00,6.00,3488.00,sqft,2388.00,sqft,98103,1225000.00
4.00,2.50,1544.00,sqft,2352.00,sqft,98117,850000.00
3.00,2.00,1894.00,sqft,2340.00,sqft,98144,697000.00
4.00,2.50,1600.00,sqft,2336.00,sqft,98105,699000.00
3.00,2.00,1094.00,sqft,2332.00,sqft,98108,649995.00
3.00,3.50,1540.00,sqft,2322.00,sqft,98126,699950.00
3.00,2.00,1098.00,sqft,2320.00,sqft,98105,864950.00
2.00,1.00,1980.00,sqft,2295.00,sqft,98144,699950.00
3.00,1.00,1430.00,sqft,2280.00,sqft,98103,980000.00
4.00,2.00,1660.00,sqft,2280.00,sqft,98103,1127500.00
3.00,3.00,2462.00,sqft,2272.00,sqft,98117,915000.00
3.00,3.00,1530.00,sqft,2260.00,sqft,98126,745000.00
4.00,3.00,1900.00,sqft,2256.00,sqft,98103,1150000.00
3.00,2.50,1380.00,sqft,2250.00,sqft,98106,590000.00
3.00,2.00,1300.00,sqft,2250.00,sqft,98103,735000.00
3.00,3.50,1846.00,sqft,2250.00,sqft,98107,1170000.00
3.00,1.50,1220.00,sqft,2242.00,sqft,98144,660000.00
4.00,2.00,1980.00,sqft,2242.00,sqft,98136,785000.00
2.00,3.00,1780.00,sqft,2240.00,sqft,98133,720000.00
3.00,2.00,1470.00,sqft,2226.00,sqft,98106,600000.00
2.00,1.00,980.00,sqft,2226.00,sqft,98144,598000.00
3.00,2.50,1324.00,sqft,2217.00,sqft,98126,649950.00
3.00,2.00,1340.00,sqft,2211.00,sqft,98103,925000.00
3.00,3.50,2010.00,sqft,2208.00,sqft,98117,1111111.00
3.00,3.00,1880.00,sqft,2200.00,sqft,98107,999950.00
3.00,3.00,1880.00,sqft,2200.00,sqft,98107,999950.00
3.00,2.00,1520.00,sqft,2185.00,sqft,98116,916500.00
4.00,2.00,2440.00,sqft,2168.00,sqft,98122,1060000.00
2.00,2.00,1900.00,sqft,2164.00,sqft,98122,1310000.00
3.00,2.50,1700.00,sqft,2125.00,sqft,98102,1475000.00
3.00,2.50,1970.00,sqft,2109.00,sqft,98103,715000.00
2.00,2.50,1086.00,sqft,2068.00,sqft,98115,884950.00
2.00,1.00,976.00,sqft,2064.00,sqft,98106,475000.00
3.00,3.50,1740.00,sqft,2061.00,sqft,98122,840000.00
2.00,2.50,1305.00,sqft,2044.00,sqft,98116,770000.00
2.00,2.00,900.00,sqft,2041.00,sqft,98102,1650000.00
3.00,3.00,1608.00,sqft,2039.00,sqft,98126,625000.00
2.00,1.00,910.00,sqft,2000.00,sqft,98117,800000.00
2.00,1.00,1210.00,sqft,2000.00,sqft,98144,725000.00
4.00,3.00,2074.00,sqft,1999.00,sqft,98126,812500.00
3.00,3.50,1300.00,sqft,1994.00,sqft,98106,583000.00
2.00,1.00,830.00,sqft,1980.00,sqft,98117,450000.00
5.00,3.00,2120.00,sqft,1959.00,sqft,98126,750000.00
3.00,2.50,1563.00,sqft,1950.00,sqft,98118,839950.00
2.00,2.00,1433.00,sqft,1948.00,sqft,98136,750000.00
2.00,2.00,1200.00,sqft,1948.00,sqft,98125,620000.00
3.00,2.00,1000.00,sqft,1916.00,sqft,98122,710000.00
4.00,3.50,2015.00,sqft,1886.00,sqft,98116,1240000.00
4.00,3.50,1835.00,sqft,1884.00,sqft,98103,1299950.00
4.00,2.50,1881.00,sqft,1881.00,sqft,98133,870000.00
3.00,3.50,2530.00,sqft,1880.00,sqft,98102,1299000.00
2.00,1.00,1290.00,sqft,1875.00,sqft,98103,640000.00
3.00,2.50,1420.00,sqft,1873.00,sqft,98103,890000.00
3.00,2.50,1460.00,sqft,1850.00,sqft,98106,575000.00
3.00,2.50,1280.00,sqft,1845.00,sqft,98105,900000.00
2.00,2.50,1701.00,sqft,1827.00,sqft,98112,1354000.00
4.00,2.50,1420.00,sqft,1800.00,sqft,98103,760000.00
4.00,3.50,2285.00,sqft,1792.00,sqft,98116,1500000.00
3.00,3.50,2106.00,sqft,1785.00,sqft,98115,1266000.00
3.00,3.50,1590.00,sqft,1781.00,sqft,98136,820000.00
3.00,3.50,1936.00,sqft,1770.00,sqft,98122,1295000.00
3.00,5.50,1730.00,sqft,1766.00,sqft,98105,850000.00
2.00,2.00,1469.00,sqft,1762.00,sqft,98115,900000.00
2.00,2.50,867.00,sqft,1753.00,sqft,98115,679000.00
3.00,2.00,1880.00,sqft,1751.00,sqft,98122,955000.00
4.00,3.50,1835.00,sqft,1750.00,sqft,98103,1299950.00
2.00,1.50,1290.00,sqft,1748.00,sqft,98144,762500.00
2.00,2.50,950.00,sqft,1748.00,sqft,98107,695000.00
2.00,1.50,940.00,sqft,1740.00,sqft,98144,640000.00
3.00,2.50,2793.00,sqft,1734.00,sqft,98109,1732000.00
3.00,2.50,1690.00,sqft,1733.00,sqft,98108,760000.00
3.00,3.50,1710.00,sqft,1728.00,sqft,98126,699000.00
2.00,1.50,1070.00,sqft,1726.00,sqft,98103,850000.00
3.00,3.50,2024.00,sqft,1694.00,sqft,98107,1200000.00
3.00,2.50,1610.00,sqft,1690.00,sqft,98107,895000.00
3.00,2.50,1670.00,sqft,1687.00,sqft,98117,865000.00
3.00,2.50,1660.00,sqft,1681.00,sqft,98144,690000.00
3.00,3.50,1352.00,sqft,1680.00,sqft,98115,886000.00
3.00,3.50,1980.00,sqft,1659.00,sqft,98144,1055000.00
2.00,2.00,1110.00,sqft,1650.00,sqft,98103,689000.00
4.00,2.50,1812.00,sqft,1632.00,sqft,98136,825000.00
3.00,3.00,1650.00,sqft,1622.00,sqft,98103,950000.00
2.00,2.00,1042.00,sqft,1615.00,sqft,98144,630000.00
2.00,2.00,1101.00,sqft,1608.00,sqft,98115,780000.00
4.00,3.50,1989.00,sqft,1607.00,sqft,98117,980000.00
3.00,2.50,1566.00,sqft,1602.00,sqft,98122,875000.00
3.00,2.50,1790.00,sqft,1600.00,sqft,98117,1050000.00
3.00,2.50,1820.00,sqft,1595.00,sqft,98103,990000.00
2.00,1.50,1720.00,sqft,1588.00,sqft,98144,725000.00
3.00,2.50,1390.00,sqft,1570.00,sqft,98126,575000.00
2.00,1.50,1070.00,sqft,1569.00,sqft,98103,849950.00
3.00,2.00,1608.00,sqft,1568.00,sqft,98103,732000.00
3.00,3.50,1800.00,sqft,1563.00,sqft,98103,1050000.00
3.00,2.50,1515.00,sqft,1563.00,sqft,98102,905000.00
4.00,2.50,1544.00,sqft,1562.00,sqft,98117,889000.00
2.00,1.00,1180.00,sqft,1560.00,sqft,98122,677000.00
3.00,2.00,1460.00,sqft,1554.00,sqft,98116,759000.00
3.00,2.50,1569.00,sqft,1553.00,sqft,98107,950000.00
3.00,2.50,1380.00,sqft,1550.00,sqft,98115,613000.00
1.00,1.00,590.00,sqft,1549.00,sqft,98106,435000.00
3.00,3.50,1800.00,sqft,1545.00,sqft,98103,750000.00
4.00,3.50,1909.00,sqft,1544.00,sqft,98103,1500000.00
3.00,2.00,1330.00,sqft,1539.00,sqft,98122,680000.00
2.00,2.50,1460.00,sqft,1536.00,sqft,98106,599950.00
4.00,3.50,2000.00,sqft,1532.00,sqft,98115,870000.00
3.00,2.00,1622.00,sqft,1521.00,sqft,98125,692950.00
2.00,1.50,1088.00,sqft,1518.00,sqft,98106,590000.00
3.00,2.50,1712.00,sqft,1514.00,sqft,98107,970000.00
3.00,2.50,1815.00,sqft,1500.00,sqft,98103,1295000.00
3.00,3.50,2206.00,sqft,1500.00,sqft,98103,1116000.00
3.00,2.50,1610.00,sqft,1500.00,sqft,98119,875000.00
4.00,2.50,1822.00,sqft,1500.00,sqft,98199,1033000.00
2.00,4.50,1840.00,sqft,1500.00,sqft,98103,1049000.00
2.00,2.50,950.00,sqft,1500.00,sqft,98107,675000.00
3.00,3.50,1968.00,sqft,1498.00,sqft,98199,980000.00
2.00,1.50,994.00,sqft,1494.00,sqft,98106,580000.00
3.00,3.50,1762.00,sqft,1494.00,sqft,98102,1000000.00
3.00,3.50,1680.00,sqft,1486.00,sqft,98126,675000.00
3.00,2.50,1631.00,sqft,1485.00,sqft,98103,1049950.00
2.00,2.00,1112.00,sqft,1484.00,sqft,98177,675000.00
3.00,2.50,1926.00,sqft,1483.00,sqft,98122,1148000.00
3.00,2.50,1530.00,sqft,1482.00,sqft,98126,899999.00
3.00,3.50,1410.00,sqft,1478.00,sqft,98117,740000.00
3.00,2.00,1799.00,sqft,1471.00,sqft,98103,940000.00
3.00,3.50,1450.00,sqft,1467.00,sqft,98126,670000.00
3.00,2.50,1380.00,sqft,1464.00,sqft,98126,523750.00
2.00,2.00,840.00,sqft,1452.00,sqft,98116,645000.00
3.00,3.50,1690.00,sqft,1444.00,sqft,98103,965000.00
3.00,2.50,1810.00,sqft,1436.00,sqft,98107,1000000.00
3.00,2.50,1810.00,sqft,1436.00,sqft,98107,1000000.00
3.00,2.50,1610.00,sqft,1426.00,sqft,98199,840000.00
3.00,2.50,1620.00,sqft,1423.00,sqft,98122,770000.00
3.00,2.50,1395.00,sqft,1418.00,sqft,98116,725000.00
2.00,3.50,2080.00,sqft,1412.00,sqft,98103,1495000.00
2.00,2.50,1966.00,sqft,1412.00,sqft,98103,1495000.00
3.00,2.00,1422.00,sqft,1405.00,sqft,98117,780000.00
3.00,3.00,1550.00,sqft,1400.00,sqft,98115,950000.00
3.00,2.50,1320.00,sqft,1396.00,sqft,98117,835000.00
3.00,2.00,1684.00,sqft,1395.00,sqft,98117,870000.00
2.00,2.00,1227.00,sqft,1393.00,sqft,98115,715000.00
3.00,2.50,1550.00,sqft,1391.00,sqft,98107,825000.00
3.00,2.50,1740.00,sqft,1389.00,sqft,98102,1678000.00
2.00,2.50,994.00,sqft,1388.00,sqft,98136,670000.00
3.00,2.00,1320.00,sqft,1386.00,sqft,98103,899000.00
3.00,2.50,1620.00,sqft,1377.00,sqft,98112,935000.00
3.00,3.00,1650.00,sqft,1376.00,sqft,98103,974999.00
